"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.00760798438215229,0.00499784458293417,0.00494624351088927,0.0141648375941554,0.000567191850219369,-0.00625979978154915,-0.00071289141204051,0.00992195283196167,0.0132097760967696,0.00804414813744054,0.00340701957975216,0.00500776437294366,0.000106575748997787,-0.0246445033794297,-0.051961050194467,-0.0594699593270968,-0.0521845707626483,0.0430348053781336,0.050842540285262,0.0435790038258364,0.0256274775237469,0.0072159341219856,0.00054086065258055,-0.00329851535044725,0.000757993120984173,0.000807922067070575,0.0127715223931053,0.0195662320508599,0.01909361912309,0.00887224951049922,-0.0111605894966129,-0.0285618567348387,-0.0342778859971275,-0.0264342277268729,-0.0148638255831932,-0.0105481339637533,-0.014664163747004,-0.026695795883556,0.0286882282387885,0.00712648536080018,-0.00191873724360359,-0.0279235720930755,-0.0365551122833769,-0.0380781404804778
