"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010"
1,0.0240552113890065,0.0269675880148286,0.0220145000165513,0.0104504926311133,-0.000356218041154192,-0.00548652284521663,-0.00772230410013286,-0.0132331224545816,-0.0230014970136737,-0.163031099794015,-0.0409288873114304,-0.0345138602325628,-0.0527678904776668,-0.0512957854112962,-0.00144985501956456,0.0581467058923585,0.0638614790021461,-0.0100807529805454,-0.149117963588919,-0.21837326212377,-0.158412260665905,-0.10092230396361,-0.0636958755175555,-0.04645487394073,-0.0157965622385346,0.0247850730673952,0.0254449713342694,0.0321372712385902,0.0452643617273193,0.0591029259816509,0.0664611225244381,0.0363324521697721,0.0641850792630496,0.210899510417296,0.299325855349923,0.165781889597807,-0.109027390785788,-0.25466384105896,-0.295016048294118,0.0292338307569491
