"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,0.0895851805995058,0.1489705427717,0.041943521916981,-0.0922965419331314,-0.0696081845529757,0.0580981644512344,0.021899405351785,-0.0488115188335634,-0.0329852465911795,0.0681299162626011,0.150753948184689,0.0851026381748832,-0.0423484696227833,-0.0479779712205396,-0.0629045017990592,0.316267217521176,-0.0573103892009808,-0.0176363298570875,-0.0137604599791718,0.172993660412356,-0.0188588999148778,-0.00300462701121328,0.00952144145249345,-0.0102493521645612,-0.0109823645323175,-0.0108855219848496,-0.00978480877297968,-0.0162628481090122,-0.0155266077070889,-0.00992085190164211,-0.00509869851189774,0.00947851404756839,-0.00539504630156729,-0.00375436218990632,-0.0019958225686586,0.00121166174696696,-0.0103760913053734,0.000397686041478273,0.0113895366684247,0.0221096176065312,0.0311813891756709,0.0362983211987165
