"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"example_data_pops.txt",1,0.0349218790619274,0.0418575685506319,0.0343278247294863,0.00931930517277434,-0.00227569569573218,0.000614911166642154,-0.00645720114185161,-0.0200602963604584,-0.01874868470481,-0.0112682453899831,0.0235832382785083,0.00150737051024398,-0.0141878035512607,-0.0172060048196464,-0.0191496351578283,0.0859411453441382,-0.0187830602075479,-0.00054826060862736,-0.0039386520751708,0.0215243570647607,-0.0133860881607962,-0.0143368936892509,-0.00676092843750233,0.0622875381161851,-0.0275125501197604,0.00461171669882009,0.0103331282858084,0.009313734360498,0.0154067347606464,0.0146622805894375,-0.0144504217126615,-0.00046092288106587,-0.0112448768359562,0.0071111457037469,0.0579808535264062,0.0386940772258609,0.0210336766639476,-0.0588855081841781,-0.128947856249037,0.0270549050164065,0.00470128804027672,-0.0118680987700097,-0.0365551122833045,-0.0380781404807269,NA
