"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"egreenland_data_pops.txt",1,0.000533578929841294,0.00053357892984085,0.000533578929841294,0.00053357892984085,-0.00757820930426489,-0.00757820930426512,-0.00757820930426534,-0.00757820930426489,-0.00757820930426512,-0.00757820930426489,-0.00757820930426556,-0.00757820930426489,-0.00757820930426512,-0.00757820930426489,-0.00757820930426534,-0.0156899975383711,-0.0156899975383711,-0.0156899975383711,0.0201479218627913,0.0254189039937835,0.0463813251407438,0.0853682856105507,0.125311505222509,0.142095518777931,0.126689358313677,0.143697286676222,0.0404816573714401,0.0265279399747653,0.010647760194628,-0.00355088346305359,-0.0138323794349489,-0.0209309610299543,-0.0256363324055865,-0.0255337915860413,-0.0171628274364844,-0.00207686018583544,0.0116514347443228,0.0127251358021472,NA,NA,NA,NA,NA
