"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"beaufort_data_pops.txt",1,0.407799114690995,0.511944398574405,0.273586414906372,0.19257298782739,0.108791596471874,0.0119159319778941,-0.0954605945967832,-0.164879241645301,-0.164837718654938,-0.135890014215731,-0.00144336717463611,-0.00893750241159053,-0.121490661422882,-0.128208398567469,-0.104946717716399,0.112370572910716,-0.0398742902657587,-0.0462656367264815,-0.0464967746669822,-0.0401221900773892,-0.0278998539263158,-0.0109806979931286,0.00607507507494431,0.0193475050748224,0.0282174957066434,0.0345774753494885,0.0389257348912126,0.0412622743318152,0.041587093671293,0.0399001929096512,0.0654339497260645,0.0566283667539493,0.0464144425352626,0.0358487069147655,0.0294507109084261,-99,-99,0.160622716450561,-0.598757355777877,NA,NA,NA,NA
