"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010"
1,0.249597800136869,0.306039007017225,0.258643732168448,0.165197178063849,0.0323250868200815,-0.0109899801920352,-0.0533583002500126,-0.103319584527419,-0.108392141628637,-0.0987385114118742,-0.0381504400250399,-0.0274587282269785,-0.015837154765557,0.064917539877438,-0.000368080788602287,0.000665485051113024,0.00417132399011189,0.00481575677981438,-0.00678799629631888,-0.00678799629625237,-0.00678799629608828,-0.00678799629587362,-0.095036733614271,0.0532199231779759,0.0206485841362928,-0.0312395732573315,-0.0222966368355775,-0.0195916163883111,0.0380787039290206,0.0476441657823814,-0.134735567458427,0.0350229104086573,-0.0209700353251892,-4.32605399250527e-05,-0.0852760924145406,0.192649020969906,0.0555425611677967,-0.0370687111257281,-0.123114996963658,0.109534945308458
