"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"nunavut_data_pops.txt",1,0.249597800136885,0.306039007017323,0.258643732168511,0.165197178063803,0.0323250868200409,-0.0109899801920545,-0.0533583002499762,-0.103319584527403,-0.108392141628639,-0.0987385114118871,-0.0381504400250861,-0.0274587282269736,-0.015837154765511,0.0649175398774683,-0.000368080788615832,0.000665485051087378,0.00417132399011078,0.00481575677983996,-0.00678799629631699,-0.00678799629625071,-0.0067879962960864,-0.00678799629587196,-0.0950367336142695,0.0532199231779763,0.0206485841362933,-0.031239573257331,-0.0222966368355772,-0.0195916163883101,0.0380787039290214,0.0476441657823823,-0.134735567458426,0.0350229104086583,-0.0209700353251881,-4.32605399240768e-05,-0.0852760924145405,0.192649020969906,0.0555425611677968,-0.0370687111257281,-0.123114996963658,0.109534945308458,NA,NA,NA
