"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"wgreenland_data_pops.txt",1,0.0240552113890108,0.0269675880147841,0.0220145000165132,0.0104504926311259,-0.000356218041108747,-0.00548652284519576,-0.00772230410016439,-0.0132331224546274,-0.0230014970136764,-0.163031099793979,-0.0409288873114027,-0.0345138602325657,-0.0527678904776278,-0.0512957854112986,-0.00144985501953329,0.0581467058923829,0.0638614790021491,-0.0100807529805313,-0.14911796358891,-0.218373262123782,-0.158412260665872,-0.100922303963598,-0.0636958755175505,-0.0464548739407359,-0.0157965622385337,0.024785073067402,0.0254449713342775,0.0321372712385895,0.0452643617273093,0.0591029259816485,0.066461122524449,0.0363324521697568,0.0641850792630355,0.210899510417281,0.299325855349975,0.165781889597775,-0.109027390785868,-0.254663841058988,-0.295016048294197,0.0292338307568922,NA,NA,NA
