population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
1529,1,0.0024025923651747,-0.00803796683169811,-0.00824437111987741,-0.0376437528670692,-0.0987436353857154,-0.138024237739528,-0.116927364652383,-0.0657220148981574,-0.0381516482805155,-0.0379107842908244,-0.0266939601509364,0.00503268610036312,0.0150728987873618,-0.0309212114799582,-0.101399196258631,-0.12228061068104,-0.0572259448791774,0.0456695042984467,0.0951145204502346,0.0500294212291585,-0.0310044088692605,-0.0474455267637826,0.0307663943989267,0.126282753632719,0.145239026367249,0.0865900464948073,0.0311398003563479,0.0317319974948802,0.0571355907345756,0.0554697016304795,0.0305777198931185,0.0227148228447325,0.0400147024473547,0.0506609685998578,0.0344904561179238,0.00378680140912646,-0.0279970819121154,-0.0615543239669059,-0.0871366138470933,-0.0800064343971716,-0.0396290846338312,-0.005129286134542,-0.00693866978116198,-0.0255753969152295
1907,1,-0.0136430586781335,-0.0136430586781335,-0.0136430586781335,-0.0136430586781335,-0.062157276161753,-0.062157276161753,-0.062157276161753,-0.062157276161753,-0.0621572761617522,-0.062157276161753,-0.062157276161753,-0.062157276161753,-0.062157276161753,-0.062157276161753,-0.062157276161753,-0.348454645592119,-0.636822097587174,0.602059991327963,0,-0.0621479067488444,-0.230365419265747,-0.230365419265746,0.0203810719383903,0.0203810719383899,0.0203810719383903,0.0203810719383903,0.0203810719383903,0.0203810719383899,0.0203810719383903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1921,1,-0.015073622444453,-0.0150736224444525,-0.0150736224444525,-0.0150736224444525,0.014518258442501,0.0145182584425014,0.014518258442501,0.014518258442501,0.014518258442501,0.014518258442501,0.014518258442501,0.014518258442501,0.0145182584425019,0.014518258442501,0.014518258442501,-0.0886374870420665,-0.770033360161464,0.0871501757189002,0.0377885608893997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2704,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.025885962160987,0.043173614699596,0.0801673893649757,0.0039748851846908,-0.145944577546281,-0.312119083369559,-0.322892851307439,-0.165865989987767,0.0102847813795215,0.0732087015611416,0.0367019689483579,0.00265128964840877,0.0241573093220369,0.0678114233113654,0.0856626054680691,0.0742267749459735,0.0568283238658345,0.0442533003956058,0.0337688958988183,0.0288440693411218,0.0373408784589693,0.0541496259942904,0.0617306632539498,0.050222638640435,0.028346354300655,0.0122372140789926,0.00876573989995055,0.0116630890161624,-1,-1,-1,-1,-1,-1
2703,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.404945446429332,-0.370806429098438,-0.28879776893202,-0.164590042179658,-0.0379456332945203,0.0297885771786797,0.000104494023037249,-0.0960000498678728,-0.16687314909597,-0.138275317914814,-0.0280531222690996,0.0703725206162342,0.084623877948935,0.0302797000990067,-0.0262466165968602,-0.051715499790348,-0.0664895870971771,-0.0876692199006488,-0.0906536849712287,-0.0508177696357701,-0.000115810761135426,-0.00236920334385227,-0.0685947070739943,-0.133340033802773,-1,-1,-1,-1,-1,-1
2700,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0637376580965225,-0.710953060177615,0.0858085609366428,0.0625296295467122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1926,1,0.034379605988176,0.034379605988176,0.034379605988176,0.034379605988176,0.034379605988176,0.034379605988176,0.034379605988176,0.034379605988176,0.034379605988176,0.034379605988176,0.0343796059881756,0.034379605988176,0.034379605988176,-0.0440228147639203,-0.0440228147639203,-0.0440228147639199,-0.0440228147639203,0.0443697499232711,0.0443697499232711,0.0443697499232716,0.0443697499232711,0.0443697499232711,0.0197953115119063,0.0197953115119063,0.0197953115119063,0.0197953115119058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1592,1,-0.0200111179848212,-0.0200111179848212,-0.0200111179848217,-0.0200111179848212,-0.0200111179848212,-0.0200111179848212,-0.0200111179848217,-0.0200111179848212,-0.0200111179848212,-0.0200111179848217,-0.0200111179848212,-0.0200111179848212,-0.0200111179848212,-0.0200111179848212,-0.0200111179848217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1591,1,0.018949524222478,0.018949524222478,0.018949524222478,0.018949524222478,0.0189495242224784,0.0189495242224775,0.018949524222478,0.018949524222478,0.018949524222478,0.0189495242224784,0.018949524222478,0.018949524222478,0.018949524222478,0.018949524222478,0.018949524222478,0.0189495242224775,0.018949524222478,0.0189495242224784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1590,1,0.0250858329719983,0.0250858329719987,0.0250858329719983,0.0250858329719983,0.0250858329719987,0.0250858329719983,0.0250858329719983,0.0250858329719987,0.0250858329719983,0.0250858329719983,0.0250858329719987,0.0250858329719983,0.0250858329719983,0.0250858329719987,0.0250858329719983,0.0250858329719983,0.0250858329719987,0.0250858329719983,0.0250858329719983,0.0250858329719987,0.0250858329719983,0.0250858329719983,0.0250858329719987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
