"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.0093570460198839,0.010623999437974,0.00737691392469886,0.00705036263159024,-0.000890023676014429,-0.00421442898198818,-0.00486275166398286,-0.00360327128303146,-0.00272340333384286,-0.000190925774100295,0.00399413899026712,-0.0144465494225885,0.0108475239049772,-0.00840682668218259,-0.0284367180279886,-0.0587770364168579,-0.0393190173891224,-0.0236318148735558,0.0319677922304537,0.0273715640226926,0.0429378221068215,-0.00481398634668174,0.0148657464853921,0.148923662590461,-0.119880721282601,0.0130359832080512,0.00767642876753057,0.0280851025442607,0.042218730218818,0.0259151864473439,0.00601423791909793,-0.0157992948581813,-0.0349833798628151,-0.0372361668873938,0.196005925622936,-0.0147192766492957,0.107317310606281,-0.0389594139614195,-0.189856124784602,0.00510167906441894,-0.00821052736529237,-0.0116431338586382,-0.0237090693535309,-0.0380781404804778
