"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.034921879061954,0.0418575685506584,0.0343278247294456,0.00931930517271865,-0.0022756956957154,0.000614911166704048,-0.00645720114183852,-0.0200602963605094,-0.0187486847048409,-0.0112682453899577,0.0235832382785301,0.00150737051022804,-0.0141878035512837,-0.0172060048196644,-0.0191496351577932,0.0859411453441908,-0.0187830602075276,-0.000548260608662938,-0.00393865207523303,0.0215243570647464,-0.0133860881607389,-0.0143368936891739,-0.00676092843748042,0.062287538116129,-0.027512550119808,0.00461171669885791,0.0103331282858695,0.00931373436051784,0.0154067347606276,0.0146622805894166,-0.014450421712644,-0.000460922881049915,-0.0112448768359546,0.00711114570373706,0.057980853526401,0.0386940772259668,0.0210336766640277,-0.0588855081840893,-0.128947856248995,0.0270549050164434,0.00470128804025709,-0.0118680987701189,-0.0365551122833769,-0.0380781404804778
