"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,0.0895851805994874,0.148970542771703,0.0419435219169757,-0.0922965419331352,-0.0696081845529837,0.0580981644512268,0.021899405351802,-0.0488115188335464,-0.0329852465911774,0.0681299162625852,0.150753948184662,0.0851026381748721,-0.0423484696227755,-0.0479779712205254,-0.0629045017990498,0.316267217521176,-0.0573103892009845,-0.0176363298570914,-0.0137604599791728,0.172993660412357,-0.0188588999148776,-0.00300462701121478,0.00952144145249149,-0.0102493521645624,-0.0109823645323162,-0.0108855219848492,-0.00978480877297976,-0.0162628481090137,-0.0155266077070879,-0.00992085190164176,-0.00509869851190338,0.0094785140475524,-0.00539504630156362,-0.00375436218990466,-0.00199582256865904,0.00121166174696863,-0.0103760913053774,0.000397686041477829,0.0113895366684349,0.0221096176065525,0.0311813891756998,0.0362983211987511
