"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,-0.0066805136246052,-0.0092906534238234,-0.00934225449586801,0.00273403918874942,-0.00897137289551977,-0.0157983645272886,-0.0102514561577799,0.000383388086222336,0.00367121135103012,-0.00149441660829872,-0.00871777911161029,-0.00766774084202471,-0.0159841761160119,-0.0313467786532729,-0.0448622090663062,-0.0336402761684596,-0.0884070738517727,0.0684651720176595,0.052708773392238,0.0370491700377719,0.0201708768728136,-0.00109862016853956,-0.00369969278417887,-0.00913105117486629,-0.00812849794173653,-0.0113361548699013,0.00135329087559617,0.018247652323219,0.0276437495045591,0.0341320504678347,0.0194294403030818,-0.0144314430051175,-0.0347554504372709,-0.0342459414069825,-0.0138647278704071,0.0207318583556547,0.0486862705356785,0.0496778126523795,0.0286882282387885,0.00712648536080018,-0.00191873724360359,-0.0279235720930755,-0.0365551122833769,-0.0380781404804778
